Initial_Price,Inventory,Product_Score,Shop_Score,Active_Time_Left,Product_Cost,Target_Price
20,0.454198,0.723911,1,0.793282,16,24.98
24,0.478257,0.493913,0.203567,0.229684,19.2,26.47
16,0.915503,0.497496,0.564125,0.772538,12.8,14.26
13,0.35583,0.648722,1,0.902837,10.4,16.08
22,0.05318,0.447771,0.185281,0.544387,17.6,26.47
15,0.61397,0.550639,0.335314,0.143223,12,16.49
20,0.312545,0.971175,1,0.623497,16,28.78
24,0.681559,0.932414,0.059903,0.379497,19.2,23.37
20,0.94795,0.840685,0.383971,0.908448,16,17.36
17,0.36058,0.127048,0.858042,0.223638,13.6,19.63
20,0.246998,0.556521,0.827696,0.234289,16,26.77
13,0.052952,0.366427,0.896843,0.482361,10.4,17.08
16,0.83166,0.911795,0.785253,0.493554,12.8,18.48
14,0.07838,0.313679,1,0.187766,11.2,18.99
15,0.952175,0.930766,1,0.374336,12,18.25
14,0.706148,0.238346,0.897639,0.668171,11.2,13.57
16,0.911533,0.420391,0.258599,0.47052,12.8,14.16
15,0.814441,0.959963,0.24322,0.05972,12,15.84
17,0.190722,0.595487,0,0.415308,13.6,19.39
17,0.175903,0.932149,0.943656,0.41581,13.6,25.47
18,0.961388,0.53885,0,0.447605,14.4,14.87
24,0.291038,0.228037,1,0.02384,19.2,30.48
9,0.790614,0.712963,1,0.273992,7.2,10.93
23,0.17079,0.521573,0.069173,0.950411,18.4,24.29
15,0.29909,0.505473,0.257758,0.883007,12,15.84
10,0.67349,0.136485,0.361893,0.940709,8,8.62
16,0.24842,0.144919,1,0.75889,12.8,17.71
17,0.751867,0.929605,0.168324,0.433992,13.6,16.58
22,0.879256,0.956058,0.534729,0.937504,17.6,21.24
18,0.852745,0.605537,1,0.304931,14.4,20.52
15,0.664085,0.075367,0.496012,0.822798,12,13.27
14,0.232127,0.559718,0.479163,0.585424,11.2,16.76
14,0.7463,0.387648,0.537702,0.726321,11.2,13.15
13,0.057136,0.207378,0.880457,0.183943,10.4,17.07
15,0.490259,0.379891,1,0.006081,12,18.82
22,0.484188,0.183616,1,0.238082,17.6,24.91
19,0.595415,0.486362,0.995999,0.170076,15.2,23.21
18,0.092431,0.060527,0.504754,0.752455,14.4,20.25
9,0.939192,0.042419,0.596369,0.849906,7.2,6.88
9,0.95357,0.667104,0.262311,0.388276,7.2,8.2
18,0.523777,0.070079,0.221042,0.338095,14.4,18.52
16,0.659639,0.593715,0,0.010803,12.8,16.54
11,0.47935,0.744791,0.217447,0.272501,8.8,12.3
17,0.499195,0.846996,1,0.817695,13.6,21.68
11,0.343699,0.512104,0.723025,0.153233,8.8,14.08
24,0.782113,0.124896,0.633917,0.716684,19.2,21.01
12,0.139087,0.233711,0.259448,0.99427,9.6,12.84
19,0.957541,0.272746,0.539309,0.113556,15.2,18.11
16,0.841077,0.833061,0.186536,0.505119,12.8,14.8
19,0.091262,0.758308,0,0.602483,15.2,21.72
23,0.429791,0.259635,0.82612,0.366102,18.4,26.24
24,0.102953,0.871377,0.829103,0.991231,19.2,32.39
23,0.346313,0.244188,1,0.105197,18.4,28.48
21,0.694483,0.050327,0.013661,0.187546,16.8,20.68
12,0.417205,0.520762,0.961553,0.432326,9.6,14.96
22,0.152824,0.477623,0.75636,0.252471,17.6,29.32
11,0.743299,0.898294,1,0.479682,8.8,13.93
17,0.45775,0.344177,0,0.886491,13.6,15.97
14,0.127863,0.847052,0.334825,0.33589,11.2,18.13
26,0.398303,0.082032,0.055535,0.923383,20.8,24.9
26,0.203868,0.10633,0.490549,0.188086,20.8,31.24
11,0.597035,0.784313,0.701835,0.794337,8.8,12.35
14,0.940771,0.864417,0.97158,0.120746,11.2,17.3
13,0.422556,0.364876,0.820886,0.023252,10.4,16.2
17,0.804533,0.098336,0.764979,0.101179,13.6,16.8
19,0.797572,0.858636,0.801678,0.835592,15.2,20.69
21,0.286532,0.110105,0.148325,0.672139,16.8,22.21
10,0.601759,0.116593,0.57458,0.672653,8,9.52
18,0.558596,0.425003,1,0.119177,14.4,22.01
21,0.343182,0.027473,0,0.765749,16.8,21.2
15,0.630028,0.123599,0,0.438421,12,14.4
19,0.365333,0.017534,0.884367,0.285304,15.2,20.96
16,0.896899,0.411609,0.072302,0.796481,12.8,12.7
19,0.732362,0.47246,0,0.479396,15.2,17.31
13,0.61492,0.082682,0.478037,0.735646,10.4,12
17,0.837879,0.215808,0.481985,0.414657,13.6,15.7
19,0.679395,0.757703,0.893166,0.109956,15.2,24.26
17,0.720167,0.197365,0,0.202717,13.6,16.51
20,0.774998,0.444619,0,0.005218,16,19.78
14,0.724283,0.333417,0,0.229521,11.2,13.5
16,0.345711,0.225196,0.268579,0.782719,12.8,16.47
15,0.23143,0.315287,0.687685,0.128336,12,19.03
18,0.200993,0.148029,0,0.886391,14.4,18.76
8,0.855831,0.641719,1,0.763982,6.4,8.49
22,0.731742,0.526438,0.685304,0.495335,17.6,23.16
15,0.542841,0.192612,0,0.854479,12,13.68
10,0.202642,0.980328,1,0.159376,8,15.79
15,0.530371,0.154017,1,0.929475,12,14.45
20,0.626736,0.73804,0.725368,0.477294,16,23.36
17,0.175497,0.566314,0.193192,0.083742,13.6,21.37
13,0.080966,0.794379,0.951812,0.933242,10.4,17.98
21,0.313701,0.92726,0.465929,0.486079,16.8,26.25
20,0.414124,0.080862,0.35872,0.125361,16,22.42
11,0.394792,0.116518,1,0.839339,8.8,11.23
15,0.723041,0.113801,0.93843,0.382405,12,14.66
11,0.511625,0.287933,1,0.108694,8.8,13.08
10,0.343646,0.551402,0.059718,0.955407,8,9.85
25,0.468908,0.444644,0.605115,0.34365,20,28.78
15,0.546739,0.449497,0.818915,0.21396,12,17.79
20,0.834875,0.688655,1,0.458659,16,23
18,0.348092,0.148848,0.474427,0.024895,14.4,21.31
17,0.783186,0.119653,1,0.245221,13.6,16.75
11,0.651011,0.140653,0.685409,0.653311,8.8,10.42
11,0.873026,0.844617,0.245373,0.337377,8.8,10.63
19,0.410651,0.371534,0.533488,0.02156,15.2,23
22,0.184159,0.611334,0.591322,0.272411,17.6,28.96
7,0.093178,0.910708,0.549454,0.961489,5.6,8.89
12,0.557359,0.183049,0.31798,0.712526,9.6,11.49
15,0.976832,0.050119,0.510482,0.613263,12,11.95
22,0.295722,0.263554,1,0.042594,17.6,28.13
19,0.393159,0.380307,1,0.978785,15.2,20.88
21,0.818799,0.535889,1,0.547834,16.8,22.62
18,0.394012,0.205933,0.202318,0.511985,14.4,19.02
12,0.890825,0.757715,0.094232,0.811014,9.6,9.72
16,0.030126,0.617241,1,0.716148,12.8,22.27
23,0.899812,0.778912,0.81257,0.830885,18.4,23.62
17,0.291106,0.194258,0.820576,0.14696,13.6,20.7
10,0.980712,0.245984,0.19128,0.590251,8,8.08
24,0.772604,0.640564,0.818946,0.847114,19.2,24.75
19,0.812443,0.400107,0.649862,0.342396,15.2,19.2
20,0.474721,0.962721,0.632703,0.14486,16,26.5
26,0.302487,0.763668,1,0.183648,20.8,37.64
14,0.324124,0.170791,0.2152,0.163507,11.2,16.13
13,0.886464,0.119176,0.69606,0.425432,10.4,11.62
4,0.429542,0.33027,0,0.605589,3.2,4.03
17,0.003079,0.798622,0.83063,0.094121,13.6,26.27
20,0.618997,0.605087,0.057317,0.026789,16,21.22
16,0.638415,0.217494,1,0.088715,12.8,17.82
17,0.602134,0.028774,0,0.271668,13.6,17.08
21,0.084898,0.512814,1,0.342248,16.8,29.46
19,0.18879,0.939539,0.188531,0.776725,15.2,21.66
19,0.773086,0.576549,0,0.743627,15.2,16
16,0.590304,0.953241,0.713256,0.109977,12.8,21.02
16,0.686036,0.480687,0.716949,0.478069,12.8,17.09
22,0.073091,0.990791,0.126389,0.647885,17.6,26.21
16,0.561468,0.493248,0,0.842549,12.8,14.51
14,0.25863,0.827867,0,0.388469,11.2,15.66
14,0.221184,0.276282,0.433363,0.315228,11.2,16.75
16,0.115101,0.067819,0.771758,0.416884,12.8,19.06
17,0.099056,0.72136,0,0.441757,13.6,19.92
19,0.243868,0.121609,0.665708,0.616762,15.2,21.12
17,0.746043,0.809566,1,0.996229,13.6,19.14
15,0.594383,0.934792,0,0.652183,12,13.98
8,0.53677,0.342465,0.883252,0.635511,6.4,8.63
20,0.375578,0.312635,0.874394,0.534513,16,23.04
12,0.23501,0.600297,0.292433,0.355578,9.6,14.46
16,0.590815,0.694541,0.761773,0.854964,12.8,17.67
22,0.841637,0.045171,0.048403,0.163296,17.6,20.49
18,0.593715,0.014979,0.692732,0.154017,14.4,18.65
15,0.744791,0.857274,0.834175,0.852745,12,16.76
14,0.846996,0.711945,0.619762,0.664085,11.2,14.07
14,0.512104,0.85654,0.95807,0.232127,11.2,19.28
13,0.124896,0.861604,0.359156,0.7463,10.4,15.92
15,0.233711,0.795804,0.573754,0.057136,12,20.67
22,0.272746,0.477104,0.463861,0.490259,17.6,25.99
19,0.833061,0.09318,0.753993,0.484188,15.2,17.06
18,0.758308,0.313691,0,0.595415,14.4,15.8
9,0.259635,0.641222,1,0.092431,7.2,12.91
9,0.871377,0.583997,0.491134,0.939192,7.2,7.91
18,0.244188,0.267066,0,0.95357,14.4,18.21
16,0.050327,0.056553,0.428192,0.523777,12.8,18.96
11,0.520762,0.910252,1,0.659639,8.8,14.56
17,0.477623,0.303305,0.496012,0.47935,13.6,18.25
11,0.898294,0.331429,0.479163,0.499195,8.8,9.95
24,0.344177,0.056686,0.537702,0.343699,19.2,26.54
12,0.847052,0.029364,0.880457,0.782113,9.6,9.78
19,0.082032,0.126131,1,0.139087,15.2,24.51
16,0.10633,0.099601,1,0.957541,12.8,17.69
19,0.784313,0.162181,0.995999,0.841077,15.2,16.77
23,0.864417,0.150881,0.504754,0.091262,18.4,22.23
24,0.364876,0.31239,0.596369,0.429791,19.2,27.42
23,0.098336,0.559801,0.262311,0.102953,18.4,29.87
21,0.858636,0.348044,0.221042,0.346313,16.8,19.28
12,0.110105,0.349415,0,0.694483,9.6,13.4
22,0.116593,0.613706,0.217447,0.417205,17.6,26.91
11,0.425003,0.07023,1,0.152824,8.8,12.4
17,0.027473,0.597571,0.723025,0.743299,13.6,22.32
14,0.123599,0.311898,0.633917,0.45775,11.2,17.33
26,0.017534,0.252153,0.259448,0.127863,20.8,33.63
26,0.411609,0.525466,0.539309,0.398303,20.8,30.4
11,0.47246,0.557442,0.186536,0.203868,8.8,12.23
14,0.082682,0.594857,0,0.597035,11.2,16.07
13,0.215808,0.605537,0.82612,0.940771,10.4,15.93
17,0.757703,0.075367,0.829103,0.422556,13.6,15.94
19,0.197365,0.559718,1,0.804533,15.2,24.4
21,0.444619,0.387648,0.013661,0.797572,16.8,20.26
10,0.333417,0.207378,0.961553,0.286532,8,11.89
18,0.225196,0.379891,0.75636,0.601759,14.4,21.68
21,0.315287,0.183616,1,0.558596,16.8,23.85
15,0.148029,0.486362,0,0.343182,12,17.58
19,0.641719,0.060527,0.334825,0.630028,15.2,17.58
16,0.526438,0.042419,0.055535,0.365333,12.8,16.28
19,0.192612,0.667104,0.490549,0.896899,15.2,22.32
13,0.980328,0.070079,0.701835,0.732362,10.4,10.15
16,0.188114,0.690522,0.38835,0.395713,12.8,20.05
16,0.323959,0.779247,1,0.951309,12.8,20.67
22,0.665539,0.047229,1,0.129406,17.6,22.59
10,0.311959,0.074561,0.321042,0.937064,8,9.97
20,0.523949,0.604845,0.457387,0.757108,16,20.99
8,0.333768,0.71235,0.079367,0.046119,6.4,9.44
15,0.088335,0.150775,0.840185,0.662872,12,17.74
15,0.088286,0.614764,0,0.226571,12,18.29
22,0.252293,0.150851,0.433367,0.519451,17.6,24.67
16,0.218259,0.461732,0.973654,0.510675,12.8,20.65
13,0.062689,0.980263,0.880115,0.107542,10.4,20.78
23,0.777777,0.843519,0.886854,0.815063,18.4,25.88
25,0.496132,0.691915,0.00956,0.962453,20,22.79
13,0.274251,0.462799,0.982325,0.588882,10.4,16.31
20,0.809833,0.916774,0.532808,0.404252,16,21.81
14,0.337676,0.732567,1,0.655877,11.2,18.57
17,0.19561,0.002101,0.461786,0.395742,13.6,19.43
18,0.34197,0.672929,1,0.595219,14.4,23.64
10,0.67277,0.578746,0.807581,0.432673,8,11.31
17,0.283114,0.479006,0.973841,0.15287,13.6,22.83
11,0.265656,0.436119,0.403735,0.854496,8.8,12.03
12,0.881141,0.363309,0.396838,0.359334,9.6,11.2
14,0.53913,0.284143,0.407077,0.102311,11.2,15.54
7,0.743765,0.772026,1,0.03725,5.6,9.13
9,0.897809,0.715819,0.376159,0.455932,7.2,8.62
18,0.273961,0.162831,0.541958,0.128148,14.4,21.6
20,0.533436,0.760708,1,0.703735,16,25
21,0.133193,0.785828,0.857807,0.063396,16.8,31.58
14,0.961855,0.738607,0.471066,0.003031,11.2,14.75
20,0.812456,0.228802,0.742523,0.089149,16,20.5
24,0.651409,0.330211,0,0.805862,19.2,21.08
22,0.202257,0.276132,0,0.70119,17.6,23.73
10,0.970823,0.897598,0.817154,0.86005,8,10.33
8,0.035536,0.925123,1,0.801647,6.4,11.96
19,0.423234,0.618576,1,0.228641,15.2,25.32
23,0.944414,0.139304,1,0.508694,18.4,20.15
16,0.31921,0.137529,0.885219,0.54057,12.8,17.81
21,0.776914,0.365868,0.336742,0.293707,16.8,20.58
18,0.975092,0.11547,1,0.369215,14.4,15.88
18,0.701935,0.511833,0.002728,0.270264,14.4,17.38
18,0.302529,0.259356,0,0.093313,14.4,20.89
18,0.968664,0.110478,0.812104,0.753132,14.4,14.36
19,0.64235,0.814642,0.549693,0.379778,15.2,21.78
15,0.726789,0.810286,1,0.49701,12,18.51
29,0.615814,0.589374,0.710627,0.338339,23.2,33.45
15,0.5885,0.914734,0,0.742751,12,13.74
17,0.605004,0.059822,0.255217,0.300496,13.6,17.07
24,0.354785,0.964997,0.311243,0.798786,19.2,26.84
12,0.777382,0.570975,1,0.08595,9.6,14.4
14,0.604603,0.302518,0.546418,0.235664,11.2,15.08
17,0.309231,0.825706,1,0.438169,13.6,24.12
15,0.245631,0.659417,0.92831,0.126046,12,21.32
11,0.071266,0.986501,0.662403,0.203032,8.8,16.41
15,0.347729,0.10749,0.382148,0.841543,12,15.14
15,0.012848,0.580919,1,0.372432,12,21.79
20,0.165642,0.472828,0.479644,0.218682,16,25.61
8,0.060366,0.652271,0.187938,0.846133,6.4,9.25
13,0.278156,0.241859,0.884066,0.575375,10.4,15.07
22,0.348332,0.03113,0.606379,0.633716,17.6,22.91
26,0.591222,0.544232,1,0.888929,20.8,28.69
9,0.775013,0.36471,0.563203,0.713959,7.2,8.36
20,0.624754,0.892333,0,0.265113,16,19.94
12,0.159681,0.459346,0.994683,0.009708,9.6,17
12,0.893763,0.418654,0,0.549463,9.6,9.99
12,0.730591,0.632906,1,0.707526,9.6,13.43
14,0.497768,0.527179,1,0.805695,11.2,16.11
21,0.64364,0.961211,0.386484,0.190656,16.8,24.21
20,0.509475,0.78901,0.017649,0.634214,16,19.5
17,0.168208,0.496696,0,0.938553,13.6,17.77
15,0.641465,0.211141,1,0.258186,12,16.14
17,0.988168,0.603984,0.498941,0.29248,13.6,16.44
16,0.770329,0.748576,0.30082,0.425644,12.8,15.95
20,0.181481,0.755864,0.47829,0.571179,16,25.16
13,0.119769,0.993504,1,0.990056,10.4,18.87
16,0.930342,0.218498,0.77346,0.5882,12.8,14.05
16,0.910097,0.425637,0.972863,0.887899,12.8,14.78
16,0.749185,0.42385,0.988454,0.656211,12.8,16.59
18,0.760532,0.318646,1,0.472779,14.4,18.52
17,0.142876,0.365333,1,0.305549,13.6,22.57
23,0.811944,0.477941,0.244767,0.35018,18.4,21.9
16,0.192279,0.54209,0.492406,0.777134,12.8,18.79
24,0.154745,0.26523,0.21962,0.177509,19.2,29.42
15,0.407079,0.134364,0.244418,0.137935,12,16.84
14,0.000383,0.301886,1,0.213045,11.2,19.29
17,0.845518,0.13648,0.349122,0.668913,13.6,14.4
18,0.161132,0.3177,0.560424,0.371405,14.4,22.18
18,0.739251,0.679183,0.253587,0.206503,14.4,18.57
23,0.582911,0.601341,0.303299,0.330704,18.4,24.69
22,0.77026,0.997225,0.994119,0.08163,17.6,30.19
19,0.599993,0.560915,0.377285,0.436536,15.2,20.09
15,0.961467,0.548726,0.35894,0.811216,12,12.48
25,0.057731,0.842103,0.088062,0.87218,20,28.3
19,0.082871,0.744752,1,0.092132,15.2,29.38
17,0.959707,0.660326,0.534043,0.215949,13.6,17.24
7,0.540761,0.913975,0,0.831761,5.6,6.42
15,0.837462,0.633666,0.923338,0.848304,12,15.44
15,0.170034,0.365941,0.421865,0.314653,12,18.46
16,0.260345,0.552845,0,0.279295,12.8,18.24
13,0.691978,0.196381,0.301675,0.430815,10.4,12.49
16,0.89557,0.192072,0.305703,0.539447,12.8,13.72
14,0.340688,0.72567,0.163059,0.095567,11.2,16.69
10,0.064673,0.784937,0.614857,0.836912,8,13
21,0.86412,0.972098,0,0.534735,16.8,17.8
21,0.290872,0.850971,0.466119,0.774968,16.8,24.93
25,0.741082,0.543594,1,0.230836,20,29.37
17,0.158034,0.089791,1,0.965293,13.6,18.35
14,0.694963,0.488873,1,0.751027,11.2,14.94
14,0.84142,0.927936,1,0.343094,11.2,17.72
9,0.727152,0.787618,1,0.948528,7.2,10.21
21,0.359108,0.485094,0.04085,0.700512,16.8,21.51
11,0.72669,0.455279,1,0.840561,8.8,11.26
11,0.139467,0.217986,0,0.045497,8.8,13.59
15,0.313819,0.177213,0.298557,0.055642,12,17.77
24,0.419583,0.073624,0,0.742737,19.2,23.61
18,0.877212,0.892393,1,0.304686,14.4,22.41
11,0.15374,0.640177,1,0.516784,8.8,15.3
13,0.880125,0.143332,0.501293,0.156262,10.4,12.29
20,0.798964,0.414127,1,0.977952,16,19.01
16,0.971624,0.049109,0.262636,0.502751,12.8,13.06
13,0.367703,0.209373,0.675308,0.829001,10.4,13.57
15,0.20494,0.730708,0.676473,0.074038,12,21.01
20,0.24057,0.651123,0.067902,0.478915,16,22.51
26,0.827863,0.478978,0.818973,0.062279,20.8,28.95
10,0.965228,0.274781,1,0.884241,8,8.47
13,0.69881,0.652223,0.087535,0.44581,10.4,12.4
12,0.482497,0.95645,1,0.06855,9.6,17.71
4,0.28705,0.435521,0.522747,0.076496,3.2,5.04
12,0.833688,0.070133,1,0.538793,9.6,10.64
25,0.18401,0.066335,0.562214,0.592512,20,28.07
13,0.787929,0.370084,1,0.31227,10.4,13.92
14,0.612031,0.629718,1,0.916306,11.2,15.73
11,0.053909,0.210174,1,0.909636,8.8,12.99
21,0.420194,0.752756,0,0.257118,16.8,22.69
5,0.679069,0.066536,0,0.110891,4,5.03
25,0.918602,0.260315,0.347767,0.192963,20,23.25
13,0.000402,0.804755,0.680019,0.499584,10.4,18.44
18,0.976759,0.193434,1,0.728586,14.4,15.14
15,0.37658,0.639461,0.757817,0.208194,12,19.52
24,0.973784,0.52467,0,0.248034,19.2,20.66
6,0.604716,0.924808,0.446898,0.851672,4.8,6.32
15,0.828846,0.263297,1,0.415849,12,14.86
15,0.574712,0.065961,0.715047,0.616685,12,14.48
22,0.628076,0.735066,0.981006,0.233666,17.6,28.39
11,0.285576,0.772178,0.488836,0.101967,8.8,14.48
16,0.586833,0.907816,0.499621,0.515857,12.8,18.3
12,0.750022,0.931972,0.693281,0.477141,9.6,13.96
17,0.858314,0.013952,0.805026,0.152672,13.6,15.82
19,0.755082,0.234362,0.69915,0.621806,15.2,17.84
11,0.698057,0.616778,0.659504,0.54401,8.8,11.82
22,0.864479,0.949016,0.264669,0.654137,17.6,20.32
21,0.322681,0.950176,0.788782,0.144546,16.8,30.28
19,0.670789,0.556653,0.660911,0.751528,15.2,19.54
21,0.450874,0.915606,1,0.222049,16.8,30.27
13,0.382103,0.641566,1,0.519352,10.4,16.9
16,0.410811,0.390008,0.692578,0.785296,12.8,17.39
12,0.40148,0.485991,0.412358,0.02233,9.6,14.58
15,0.317384,0.60431,0.280635,0.324362,12,17.64
19,0.621919,0.549548,0.811747,0.872922,15.2,20.05
13,0.430247,0.926181,0.63867,0.84471,10.4,15.54
15,0.973802,0.918733,0.428073,0.538441,12,14.4
13,0.677801,0.394876,0.621798,0.866608,10.4,12.4
12,0.19857,0.963263,0.29,0.949806,9.6,13.71
13,0.426701,0.173956,0.949016,0.826407,10.4,13.39
16,0.343346,0.12633,0.376436,0.854115,12.8,16.17
11,0.797639,0.135079,1,0.098743,8.8,11.17
18,0.879998,0.505662,0.801746,0.651304,14.4,17.64
25,0.903842,0.021525,0.896789,0.703517,20,20.14
20,0.66272,0.94797,0.052544,0.610241,16,18.66
16,0.270208,0.827115,0.684691,0.799615,12.8,20.14
12,0.252367,0.015019,0.970278,0.034571,9.6,14.38
13,0.854898,0.176196,0.12315,0.770239,10.4,10.56
25,0.527715,0.332064,0.466891,0.731729,20,25.11
17,0.802161,0.130997,0.616307,0.259698,13.6,16.31
13,0.572489,0.809491,0,0.257069,10.4,13.25
17,0.733143,0.344737,0.75758,0.632303,13.6,16.74
27,0.519012,0.940107,1,0.345297,21.6,37.78
17,0.770884,0.582014,0.170242,0.796589,13.6,14.82
20,0.568858,0.878832,0.775273,0.446146,16,25.12
18,0.46571,0.844734,0,0.782749,14.4,17.23
15,0.342689,0.905392,0.580652,0.990472,12,17.63
11,0.068209,0.45988,0,0.300248,8.8,13.34
15,0.377924,0.546347,1,0.143006,12,20.08
15,0.079626,0.798604,0.80445,0.901308,12,20.17
19,0.982817,0.285719,0.587692,0.541559,15.2,16.45
21,0.181613,0.490254,0.212419,0.97474,16.8,22.56
21,0.811859,0.59911,1,0.636604,16.8,22.84
18,0.874962,0.015533,1,0.993913,14.4,13.63
21,0.688413,0.593481,0,0.546071,16.8,19.22
13,0.569494,0.433676,1,0.526426,10.4,14.83
23,0.160971,0.807361,1,0.135428,18.4,35.22
19,0.46688,0.315245,0.769006,0.355705,15.2,21.64
15,0.345172,0.892889,0.000366,0.026219,12,17.35
19,0.22504,0.577857,1,0.160395,15.2,26.77
17,0.218901,0.177313,0.765329,0.398569,13.6,20.18
22,0.004165,0.252871,1,0.510573,17.6,28.54
7,0.260031,0.237091,0.648086,0.156909,5.6,8.58
10,0.274992,0.391896,1,0.982666,8,11.5
5,0.573421,0.007206,0.86689,0.632753,4,4.73
29,0.520407,0.280891,0.99918,0.929669,23.2,29.53
25,0.79923,0.53707,0.446963,0.639705,20,23.71
28,0.778345,0.423059,0.788987,0.635898,22.4,27.86
20,0.930079,0.531826,0.486761,0.600999,16,18.23
21,0.52571,0.740077,0,0.246216,16.8,21.85
11,0.934957,0.931215,1,0.28668,8.8,13.65
26,0.816365,0.325997,0.526572,0.166833,20.8,26.23
11,0.18915,0.270574,0.657825,0.70752,8.8,12.69
13,0.697495,0.476224,1,0.856138,10.4,13.52
15,0.914972,0.609616,0.654797,0.219446,12,15.75
13,0.903051,0.18725,0.70774,0.062083,10.4,12.73
21,0.861701,0.027995,0.814535,0.403458,16.8,18.56
15,0.647636,0.203994,0.024367,0.96571,12,12.75
16,0.960043,0.245105,1,0.144628,12.8,15.76
15,0.250017,0.436331,0.780268,0.555474,12,18.38
23,0.697374,0.630929,0.294553,0.776594,18.4,21.62
13,0.123632,0.301424,1,0.194909,10.4,17.32
16,0.662768,0.975507,0.778257,0.348741,12.8,20.3
19,0.709641,0.871148,0.12392,0.222673,15.2,19.28
8,0.671984,0.620732,0.675964,0.466928,6.4,8.85
14,0.49815,0.337887,0.600317,0.935138,11.2,13.93
19,0.411401,0.169732,0.767512,0.631219,15.2,20.16
22,0.866679,0.65973,0.7874,0.110535,17.6,25.06
17,0.469749,0.715449,0.956908,0.342773,13.6,22.4
13,0.317822,0.066101,0,0.703753,10.4,13.42
24,0.047137,0.775116,0.600691,0.994528,19.2,30.44
15,0.659123,0.888629,0.13927,0.362002,12,15.2
17,0.755568,0.632224,0.848114,0.518955,13.6,18.84
17,0.503873,0.703353,0,0.22383,13.6,17.91
16,0.729467,0.863444,0,0.34747,12.8,15.02
14,0.639689,0.948724,0.381964,0.132919,11.2,16.27
19,0.502184,0.351876,1,0.184432,15.2,22.86
11,0.188292,0.059202,1,0.298911,8.8,13.07
14,0.357212,0.310955,0.642223,0.048582,11.2,17.18
14,0.729722,0.170851,1,0.277799,11.2,14.29
12,0.750564,0.374049,0.502822,0.08311,9.6,12.7
17,0.053127,0.503971,0.506893,0.029147,13.6,23.38
17,0.428136,0.790492,1,0.964623,13.6,21.28
17,0.60907,0.952482,0.753689,0.326397,13.6,21.73
16,0.732281,0.289821,0.563879,0.688506,12.8,14.96
19,0.399168,0.952014,0.365576,0.279715,15.2,23.25
25,0.544424,0.184044,0.567281,0.440279,20,25.9
22,0.378544,0.440061,1,0.819283,17.6,25.54
1,0.340082,0.182499,0,0.793467,0.8,1.01
22,0.326223,0.260651,0.265637,0.526028,17.6,24.02
7,0.820626,0.017207,1,0.353832,5.6,6.36
8,0.077366,0.24628,1,0.325205,6.4,10.42
17,0.036366,0.386512,0,0.883073,13.6,18.85
10,0.685068,0.497168,0.802521,0.111955,8,11.63
24,0.362994,0.303541,1,0.382813,19.2,28.79
20,0.94037,0.013041,0.48863,0.04076,16,18.36
12,0.170518,0.87685,0.3111,0.634175,9.6,14.57
8,0.411666,0.236095,1,0.942181,6.4,8.33
19,0.365333,0.060096,1,0.910097,15.2,18.92
15,0.477941,0.449744,0.84722,0.749185,12,16.67
29,0.54209,0.813171,0.431832,0.760532,23.2,31.07
15,0.26523,0.264238,0.549693,0.142876,12,18.35
17,0.134364,0.063401,1,0.811944,13.6,18.86
24,0.301886,0.242108,0.710627,0.192279,19.2,29.03
12,0.13648,0.08507,0,0.154745,9.6,14.57
14,0.3177,0.807777,0.255217,0.407079,11.2,16.44
17,0.679183,0.17025,0.311243,0.000383,13.6,17.84
15,0.601341,0.195345,1,0.845518,12,14.53
11,0.997225,0.814642,0.546418,0.161132,8.8,11.52
15,0.560915,0.810286,1,0.739251,12,18.78
15,0.548726,0.589374,0.92831,0.582911,12,17.74
20,0.64235,0.914734,0.662403,0.77026,16,22.63
8,0.726789,0.059822,0.382148,0.599993,6.4,7.19
13,0.615814,0.964997,1,0.961467,10.4,16.22
22,0.5885,0.570975,0.479644,0.379778,17.6,24.16
26,0.605004,0.302518,0.187938,0.49701,20.8,25.51
9,0.354785,0.825706,0.884066,0.338339,7.2,12.44
20,0.777382,0.659417,0.606379,0.742751,16,20.01
12,0.604603,0.986501,1,0.300496,9.6,16.71
12,0.309231,0.10749,0.563203,0.798786,9.6,12.49
12,0.245631,0.580919,0,0.08595,9.6,14.21
14,0.071266,0.472828,0.994683,0.235664,11.2,19.77
21,0.347729,0.652271,0,0.438169,16.8,22.54
20,0.012848,0.241859,1,0.126046,16,27.33
17,0.165642,0.03113,1,0.203032,13.6,20.5
15,0.060366,0.544232,0.386484,0.841543,12,17.88
17,0.278156,0.36471,0.017649,0.372432,13.6,18.99
16,0.348332,0.892333,0,0.218682,12.8,17.87
20,0.591222,0.459346,1,0.846133,16,21.56
13,0.775013,0.418654,0.498941,0.575375,10.4,12.46
16,0.624754,0.632906,0.30082,0.633716,12.8,15.99
16,0.159681,0.527179,0.47829,0.888929,12.8,18.55
16,0.893763,0.961211,1,0.713959,12.8,18.95
18,0.730591,0.78901,0.77346,0.265113,14.4,21.58
17,0.497768,0.496696,0.972863,0.009708,13.6,21.97
23,0.64364,0.211141,0.988454,0.549463,18.4,23.37
16,0.509475,0.603984,1,0.707526,12.8,19.14
24,0.168208,0.748576,1,0.805695,19.2,32.9
15,0.641465,0.755864,0.244767,0.190656,12,16.19
14,0.988168,0.993504,0.492406,0.634214,11.2,13.63
17,0.770329,0.218498,0.21962,0.938553,13.6,14
18,0.181481,0.425637,0.244418,0.258186,14.4,21.91
